id_municipio_publico;codigo_municipio;municipio;uf_codigo;uf_sigla;tipo_informacao;versao_publica
1;1100015;Alta Floresta D'Oeste;11;RO;DERIVADO_PUBLICACAO;v01
2;1100023;Ariquemes;11;RO;DERIVADO_PUBLICACAO;v01
3;1100031;Cabixi;11;RO;DERIVADO_PUBLICACAO;v01
4;1100049;Cacoal;11;RO;DERIVADO_PUBLICACAO;v01
5;1100056;Cerejeiras;11;RO;DERIVADO_PUBLICACAO;v01
6;1100064;Colorado do Oeste;11;RO;DERIVADO_PUBLICACAO;v01
7;1100072;Corumbiara;11;RO;DERIVADO_PUBLICACAO;v01
8;1100080;Costa Marques;11;RO;DERIVADO_PUBLICACAO;v01
9;1100098;Espigão D'Oeste;11;RO;DERIVADO_PUBLICACAO;v01
10;1100106;Guajará-Mirim;11;RO;DERIVADO_PUBLICACAO;v01
11;1100114;Jaru;11;RO;DERIVADO_PUBLICACAO;v01
12;1100122;Ji-Paraná;11;RO;DERIVADO_PUBLICACAO;v01
13;1100130;Machadinho D'Oeste;11;RO;DERIVADO_PUBLICACAO;v01
14;1100148;Nova Brasilândia D'Oeste;11;RO;DERIVADO_PUBLICACAO;v01
15;1100155;Ouro Preto do Oeste;11;RO;DERIVADO_PUBLICACAO;v01
16;1100189;Pimenta Bueno;11;RO;DERIVADO_PUBLICACAO;v01
17;1100205;Porto Velho;11;RO;DERIVADO_PUBLICACAO;v01
18;1100254;Presidente Médici;11;RO;DERIVADO_PUBLICACAO;v01
19;1100262;Rio Crespo;11;RO;DERIVADO_PUBLICACAO;v01
20;1100288;Rolim de Moura;11;RO;DERIVADO_PUBLICACAO;v01
21;1100296;Santa Luzia D'Oeste;11;RO;DERIVADO_PUBLICACAO;v01
22;1100304;Vilhena;11;RO;DERIVADO_PUBLICACAO;v01
23;1100320;São Miguel do Guaporé;11;RO;DERIVADO_PUBLICACAO;v01
24;1100338;Nova Mamoré;11;RO;DERIVADO_PUBLICACAO;v01
25;1100346;Alvorada D'Oeste;11;RO;DERIVADO_PUBLICACAO;v01
26;1100379;Alto Alegre dos Parecis;11;RO;DERIVADO_PUBLICACAO;v01
27;1100403;Alto Paraíso;11;RO;DERIVADO_PUBLICACAO;v01
28;1100452;Buritis;11;RO;DERIVADO_PUBLICACAO;v01
29;1100502;Novo Horizonte do Oeste;11;RO;DERIVADO_PUBLICACAO;v01
30;1100601;Cacaulândia;11;RO;DERIVADO_PUBLICACAO;v01
31;1100700;Campo Novo de Rondônia;11;RO;DERIVADO_PUBLICACAO;v01
32;1100809;Candeias do Jamari;11;RO;DERIVADO_PUBLICACAO;v01
33;1100908;Castanheiras;11;RO;DERIVADO_PUBLICACAO;v01
34;1100924;Chupinguaia;11;RO;DERIVADO_PUBLICACAO;v01
35;1100940;Cujubim;11;RO;DERIVADO_PUBLICACAO;v01
36;1101005;Governador Jorge Teixeira;11;RO;DERIVADO_PUBLICACAO;v01
37;1101104;Itapuã do Oeste;11;RO;DERIVADO_PUBLICACAO;v01
38;1101203;Ministro Andreazza;11;RO;DERIVADO_PUBLICACAO;v01
39;1101302;Mirante da Serra;11;RO;DERIVADO_PUBLICACAO;v01
40;1101401;Monte Negro;11;RO;DERIVADO_PUBLICACAO;v01
41;1101435;Nova União;11;RO;DERIVADO_PUBLICACAO;v01
42;1101450;Parecis;11;RO;DERIVADO_PUBLICACAO;v01
43;1101468;Pimenteiras do Oeste;11;RO;DERIVADO_PUBLICACAO;v01
44;1101476;Primavera de Rondônia;11;RO;DERIVADO_PUBLICACAO;v01
45;1101484;São Felipe D'Oeste;11;RO;DERIVADO_PUBLICACAO;v01
46;1101492;São Francisco do Guaporé;11;RO;DERIVADO_PUBLICACAO;v01
47;1101500;Seringueiras;11;RO;DERIVADO_PUBLICACAO;v01
48;1101559;Teixeirópolis;11;RO;DERIVADO_PUBLICACAO;v01
49;1101609;Theobroma;11;RO;DERIVADO_PUBLICACAO;v01
50;1101708;Urupá;11;RO;DERIVADO_PUBLICACAO;v01
51;1101757;Vale do Anari;11;RO;DERIVADO_PUBLICACAO;v01
52;1101807;Vale do Paraíso;11;RO;DERIVADO_PUBLICACAO;v01
53;1200013;Acrelândia;12;AC;DERIVADO_PUBLICACAO;v01
54;1200054;Assis Brasil;12;AC;DERIVADO_PUBLICACAO;v01
55;1200104;Brasiléia;12;AC;DERIVADO_PUBLICACAO;v01
56;1200138;Bujari;12;AC;DERIVADO_PUBLICACAO;v01
57;1200179;Capixaba;12;AC;DERIVADO_PUBLICACAO;v01
58;1200203;Cruzeiro do Sul;12;AC;DERIVADO_PUBLICACAO;v01
59;1200252;Epitaciolândia;12;AC;DERIVADO_PUBLICACAO;v01
60;1200302;Feijó;12;AC;DERIVADO_PUBLICACAO;v01
61;1200328;Jordão;12;AC;DERIVADO_PUBLICACAO;v01
62;1200336;Mâncio Lima;12;AC;DERIVADO_PUBLICACAO;v01
63;1200344;Manoel Urbano;12;AC;DERIVADO_PUBLICACAO;v01
64;1200351;Marechal Thaumaturgo;12;AC;DERIVADO_PUBLICACAO;v01
65;1200385;Plácido de Castro;12;AC;DERIVADO_PUBLICACAO;v01
66;1200393;Porto Walter;12;AC;DERIVADO_PUBLICACAO;v01
67;1200401;Rio Branco;12;AC;DERIVADO_PUBLICACAO;v01
68;1200427;Rodrigues Alves;12;AC;DERIVADO_PUBLICACAO;v01
69;1200435;Santa Rosa do Purus;12;AC;DERIVADO_PUBLICACAO;v01
70;1200450;Senador Guiomard;12;AC;DERIVADO_PUBLICACAO;v01
71;1200500;Sena Madureira;12;AC;DERIVADO_PUBLICACAO;v01
72;1200609;Tarauacá;12;AC;DERIVADO_PUBLICACAO;v01
73;1200708;Xapuri;12;AC;DERIVADO_PUBLICACAO;v01
74;1200807;Porto Acre;12;AC;DERIVADO_PUBLICACAO;v01
75;1300029;Alvarães;13;AM;DERIVADO_PUBLICACAO;v01
76;1300060;Amaturá;13;AM;DERIVADO_PUBLICACAO;v01
77;1300086;Anamã;13;AM;DERIVADO_PUBLICACAO;v01
78;1300102;Anori;13;AM;DERIVADO_PUBLICACAO;v01
79;1300144;Apuí;13;AM;DERIVADO_PUBLICACAO;v01
80;1300201;Atalaia do Norte;13;AM;DERIVADO_PUBLICACAO;v01
81;1300300;Autazes;13;AM;DERIVADO_PUBLICACAO;v01
82;1300409;Barcelos;13;AM;DERIVADO_PUBLICACAO;v01
83;1300508;Barreirinha;13;AM;DERIVADO_PUBLICACAO;v01
84;1300607;Benjamin Constant;13;AM;DERIVADO_PUBLICACAO;v01
85;1300631;Beruri;13;AM;DERIVADO_PUBLICACAO;v01
86;1300680;Boa Vista do Ramos;13;AM;DERIVADO_PUBLICACAO;v01
87;1300706;Boca do Acre;13;AM;DERIVADO_PUBLICACAO;v01
88;1300805;Borba;13;AM;DERIVADO_PUBLICACAO;v01
89;1300839;Caapiranga;13;AM;DERIVADO_PUBLICACAO;v01
90;1300904;Canutama;13;AM;DERIVADO_PUBLICACAO;v01
91;1301001;Carauari;13;AM;DERIVADO_PUBLICACAO;v01
92;1301100;Careiro;13;AM;DERIVADO_PUBLICACAO;v01
93;1301159;Careiro da Várzea;13;AM;DERIVADO_PUBLICACAO;v01
94;1301209;Coari;13;AM;DERIVADO_PUBLICACAO;v01
95;1301308;Codajás;13;AM;DERIVADO_PUBLICACAO;v01
96;1301407;Eirunepé;13;AM;DERIVADO_PUBLICACAO;v01
97;1301506;Envira;13;AM;DERIVADO_PUBLICACAO;v01
98;1301605;Fonte Boa;13;AM;DERIVADO_PUBLICACAO;v01
99;1301654;Guajará;13;AM;DERIVADO_PUBLICACAO;v01
100;1301704;Humaitá;13;AM;DERIVADO_PUBLICACAO;v01
101;1301803;Ipixuna;13;AM;DERIVADO_PUBLICACAO;v01
102;1301852;Iranduba;13;AM;DERIVADO_PUBLICACAO;v01
103;1301902;Itacoatiara;13;AM;DERIVADO_PUBLICACAO;v01
104;1301951;Itamarati;13;AM;DERIVADO_PUBLICACAO;v01
105;1302009;Itapiranga;13;AM;DERIVADO_PUBLICACAO;v01
106;1302108;Japurá;13;AM;DERIVADO_PUBLICACAO;v01
107;1302207;Juruá;13;AM;DERIVADO_PUBLICACAO;v01
108;1302306;Jutaí;13;AM;DERIVADO_PUBLICACAO;v01
109;1302405;Lábrea;13;AM;DERIVADO_PUBLICACAO;v01
110;1302504;Manacapuru;13;AM;DERIVADO_PUBLICACAO;v01
111;1302553;Manaquiri;13;AM;DERIVADO_PUBLICACAO;v01
112;1302603;Manaus;13;AM;DERIVADO_PUBLICACAO;v01
113;1302702;Manicoré;13;AM;DERIVADO_PUBLICACAO;v01
114;1302801;Maraã;13;AM;DERIVADO_PUBLICACAO;v01
115;1302900;Maués;13;AM;DERIVADO_PUBLICACAO;v01
116;1303007;Nhamundá;13;AM;DERIVADO_PUBLICACAO;v01
117;1303106;Nova Olinda do Norte;13;AM;DERIVADO_PUBLICACAO;v01
118;1303205;Novo Airão;13;AM;DERIVADO_PUBLICACAO;v01
119;1303304;Novo Aripuanã;13;AM;DERIVADO_PUBLICACAO;v01
120;1303403;Parintins;13;AM;DERIVADO_PUBLICACAO;v01
121;1303502;Pauini;13;AM;DERIVADO_PUBLICACAO;v01
122;1303536;Presidente Figueiredo;13;AM;DERIVADO_PUBLICACAO;v01
123;1303569;Rio Preto da Eva;13;AM;DERIVADO_PUBLICACAO;v01
124;1303601;Santa Isabel do Rio Negro;13;AM;DERIVADO_PUBLICACAO;v01
125;1303700;Santo Antônio do Içá;13;AM;DERIVADO_PUBLICACAO;v01
126;1303809;São Gabriel da Cachoeira;13;AM;DERIVADO_PUBLICACAO;v01
127;1303908;São Paulo de Olivença;13;AM;DERIVADO_PUBLICACAO;v01
128;1303957;São Sebastião do Uatumã;13;AM;DERIVADO_PUBLICACAO;v01
129;1304005;Silves;13;AM;DERIVADO_PUBLICACAO;v01
130;1304062;Tabatinga;13;AM;DERIVADO_PUBLICACAO;v01
131;1304104;Tapauá;13;AM;DERIVADO_PUBLICACAO;v01
132;1304203;Tefé;13;AM;DERIVADO_PUBLICACAO;v01
133;1304237;Tonantins;13;AM;DERIVADO_PUBLICACAO;v01
134;1304260;Uarini;13;AM;DERIVADO_PUBLICACAO;v01
135;1304302;Urucará;13;AM;DERIVADO_PUBLICACAO;v01
136;1304401;Urucurituba;13;AM;DERIVADO_PUBLICACAO;v01
137;1400027;Amajari;14;RR;DERIVADO_PUBLICACAO;v01
138;1400050;Alto Alegre;14;RR;DERIVADO_PUBLICACAO;v01
139;1400100;Boa Vista;14;RR;DERIVADO_PUBLICACAO;v01
140;1400159;Bonfim;14;RR;DERIVADO_PUBLICACAO;v01
141;1400175;Cantá;14;RR;DERIVADO_PUBLICACAO;v01
142;1400209;Caracaraí;14;RR;DERIVADO_PUBLICACAO;v01
143;1400233;Caroebe;14;RR;DERIVADO_PUBLICACAO;v01
144;1400282;Iracema;14;RR;DERIVADO_PUBLICACAO;v01
145;1400308;Mucajaí;14;RR;DERIVADO_PUBLICACAO;v01
146;1400407;Normandia;14;RR;DERIVADO_PUBLICACAO;v01
147;1400456;Pacaraima;14;RR;DERIVADO_PUBLICACAO;v01
148;1400472;Rorainópolis;14;RR;DERIVADO_PUBLICACAO;v01
149;1400506;São João da Baliza;14;RR;DERIVADO_PUBLICACAO;v01
150;1400605;São Luiz do Anauá;14;RR;DERIVADO_PUBLICACAO;v01
151;1400704;Uiramutã;14;RR;DERIVADO_PUBLICACAO;v01
152;1500107;Abaetetuba;15;PA;DERIVADO_PUBLICACAO;v01
153;1500131;Abel Figueiredo;15;PA;DERIVADO_PUBLICACAO;v01
154;1500206;Acará;15;PA;DERIVADO_PUBLICACAO;v01
155;1500305;Afuá;15;PA;DERIVADO_PUBLICACAO;v01
156;1500347;Água Azul do Norte;15;PA;DERIVADO_PUBLICACAO;v01
157;1500404;Alenquer;15;PA;DERIVADO_PUBLICACAO;v01
158;1500503;Almeirim;15;PA;DERIVADO_PUBLICACAO;v01
159;1500602;Altamira;15;PA;DERIVADO_PUBLICACAO;v01
160;1500701;Anajás;15;PA;DERIVADO_PUBLICACAO;v01
161;1500800;Ananindeua;15;PA;DERIVADO_PUBLICACAO;v01
162;1500859;Anapu;15;PA;DERIVADO_PUBLICACAO;v01
163;1500909;Augusto Corrêa;15;PA;DERIVADO_PUBLICACAO;v01
164;1500958;Aurora do Pará;15;PA;DERIVADO_PUBLICACAO;v01
165;1501006;Aveiro;15;PA;DERIVADO_PUBLICACAO;v01
166;1501105;Bagre;15;PA;DERIVADO_PUBLICACAO;v01
167;1501204;Baião;15;PA;DERIVADO_PUBLICACAO;v01
168;1501253;Bannach;15;PA;DERIVADO_PUBLICACAO;v01
169;1501303;Barcarena;15;PA;DERIVADO_PUBLICACAO;v01
170;1501402;Belém;15;PA;DERIVADO_PUBLICACAO;v01
171;1501451;Belterra;15;PA;DERIVADO_PUBLICACAO;v01
172;1501501;Benevides;15;PA;DERIVADO_PUBLICACAO;v01
173;1501576;Bom Jesus do Tocantins;15;PA;DERIVADO_PUBLICACAO;v01
174;1501600;Bonito;15;PA;DERIVADO_PUBLICACAO;v01
175;1501709;Bragança;15;PA;DERIVADO_PUBLICACAO;v01
176;1501725;Brasil Novo;15;PA;DERIVADO_PUBLICACAO;v01
177;1501758;Brejo Grande do Araguaia;15;PA;DERIVADO_PUBLICACAO;v01
178;1501782;Breu Branco;15;PA;DERIVADO_PUBLICACAO;v01
179;1501808;Breves;15;PA;DERIVADO_PUBLICACAO;v01
180;1501907;Bujaru;15;PA;DERIVADO_PUBLICACAO;v01
181;1501956;Cachoeira do Piriá;15;PA;DERIVADO_PUBLICACAO;v01
182;1502004;Cachoeira do Arari;15;PA;DERIVADO_PUBLICACAO;v01
183;1502103;Cametá;15;PA;DERIVADO_PUBLICACAO;v01
184;1502152;Canaã dos Carajás;15;PA;DERIVADO_PUBLICACAO;v01
185;1502202;Capanema;15;PA;DERIVADO_PUBLICACAO;v01
186;1502301;Capitão Poço;15;PA;DERIVADO_PUBLICACAO;v01
187;1502400;Castanhal;15;PA;DERIVADO_PUBLICACAO;v01
188;1502509;Chaves;15;PA;DERIVADO_PUBLICACAO;v01
189;1502608;Colares;15;PA;DERIVADO_PUBLICACAO;v01
190;1502707;Conceição do Araguaia;15;PA;DERIVADO_PUBLICACAO;v01
191;1502756;Concórdia do Pará;15;PA;DERIVADO_PUBLICACAO;v01
192;1502764;Cumaru do Norte;15;PA;DERIVADO_PUBLICACAO;v01
193;1502772;Curionópolis;15;PA;DERIVADO_PUBLICACAO;v01
194;1502806;Curralinho;15;PA;DERIVADO_PUBLICACAO;v01
195;1502855;Curuá;15;PA;DERIVADO_PUBLICACAO;v01
196;1502905;Curuçá;15;PA;DERIVADO_PUBLICACAO;v01
197;1502939;Dom Eliseu;15;PA;DERIVADO_PUBLICACAO;v01
198;1502954;Eldorado do Carajás;15;PA;DERIVADO_PUBLICACAO;v01
199;1503002;Faro;15;PA;DERIVADO_PUBLICACAO;v01
200;1503044;Floresta do Araguaia;15;PA;DERIVADO_PUBLICACAO;v01
201;1503077;Garrafão do Norte;15;PA;DERIVADO_PUBLICACAO;v01
202;1503093;Goianésia do Pará;15;PA;DERIVADO_PUBLICACAO;v01
203;1503101;Gurupá;15;PA;DERIVADO_PUBLICACAO;v01
204;1503200;Igarapé-Açu;15;PA;DERIVADO_PUBLICACAO;v01
205;1503309;Igarapé-Miri;15;PA;DERIVADO_PUBLICACAO;v01
206;1503408;Inhangapi;15;PA;DERIVADO_PUBLICACAO;v01
207;1503457;Ipixuna do Pará;15;PA;DERIVADO_PUBLICACAO;v01
208;1503507;Irituia;15;PA;DERIVADO_PUBLICACAO;v01
209;1503606;Itaituba;15;PA;DERIVADO_PUBLICACAO;v01
210;1503705;Itupiranga;15;PA;DERIVADO_PUBLICACAO;v01
211;1503754;Jacareacanga;15;PA;DERIVADO_PUBLICACAO;v01
212;1503804;Jacundá;15;PA;DERIVADO_PUBLICACAO;v01
213;1503903;Juruti;15;PA;DERIVADO_PUBLICACAO;v01
214;1504000;Limoeiro do Ajuru;15;PA;DERIVADO_PUBLICACAO;v01
215;1504059;Mãe do Rio;15;PA;DERIVADO_PUBLICACAO;v01
216;1504109;Magalhães Barata;15;PA;DERIVADO_PUBLICACAO;v01
217;1504208;Marabá;15;PA;DERIVADO_PUBLICACAO;v01
218;1504307;Maracanã;15;PA;DERIVADO_PUBLICACAO;v01
219;1504406;Marapanim;15;PA;DERIVADO_PUBLICACAO;v01
220;1504422;Marituba;15;PA;DERIVADO_PUBLICACAO;v01
221;1504455;Medicilândia;15;PA;DERIVADO_PUBLICACAO;v01
222;1504505;Melgaço;15;PA;DERIVADO_PUBLICACAO;v01
223;1504604;Mocajuba;15;PA;DERIVADO_PUBLICACAO;v01
224;1504703;Moju;15;PA;DERIVADO_PUBLICACAO;v01
225;1504752;Mojuí dos Campos;15;PA;DERIVADO_PUBLICACAO;v01
226;1504802;Monte Alegre;15;PA;DERIVADO_PUBLICACAO;v01
227;1504901;Muaná;15;PA;DERIVADO_PUBLICACAO;v01
228;1504950;Nova Esperança do Piriá;15;PA;DERIVADO_PUBLICACAO;v01
229;1504976;Nova Ipixuna;15;PA;DERIVADO_PUBLICACAO;v01
230;1505007;Nova Timboteua;15;PA;DERIVADO_PUBLICACAO;v01
231;1505031;Novo Progresso;15;PA;DERIVADO_PUBLICACAO;v01
232;1505064;Novo Repartimento;15;PA;DERIVADO_PUBLICACAO;v01
233;1505106;Óbidos;15;PA;DERIVADO_PUBLICACAO;v01
234;1505205;Oeiras do Pará;15;PA;DERIVADO_PUBLICACAO;v01
235;1505304;Oriximiná;15;PA;DERIVADO_PUBLICACAO;v01
236;1505403;Ourém;15;PA;DERIVADO_PUBLICACAO;v01
237;1505437;Ourilândia do Norte;15;PA;DERIVADO_PUBLICACAO;v01
238;1505486;Pacajá;15;PA;DERIVADO_PUBLICACAO;v01
239;1505494;Palestina do Pará;15;PA;DERIVADO_PUBLICACAO;v01
240;1505502;Paragominas;15;PA;DERIVADO_PUBLICACAO;v01
241;1505536;Parauapebas;15;PA;DERIVADO_PUBLICACAO;v01
242;1505551;Pau D'Arco;15;PA;DERIVADO_PUBLICACAO;v01
243;1505601;Peixe-Boi;15;PA;DERIVADO_PUBLICACAO;v01
244;1505635;Piçarra;15;PA;DERIVADO_PUBLICACAO;v01
245;1505650;Placas;15;PA;DERIVADO_PUBLICACAO;v01
246;1505700;Ponta de Pedras;15;PA;DERIVADO_PUBLICACAO;v01
247;1505809;Portel;15;PA;DERIVADO_PUBLICACAO;v01
248;1505908;Porto de Moz;15;PA;DERIVADO_PUBLICACAO;v01
249;1506005;Prainha;15;PA;DERIVADO_PUBLICACAO;v01
250;1506104;Primavera;15;PA;DERIVADO_PUBLICACAO;v01
251;1506112;Quatipuru;15;PA;DERIVADO_PUBLICACAO;v01
252;1506138;Redenção;15;PA;DERIVADO_PUBLICACAO;v01
253;1506161;Rio Maria;15;PA;DERIVADO_PUBLICACAO;v01
254;1506187;Rondon do Pará;15;PA;DERIVADO_PUBLICACAO;v01
255;1506195;Rurópolis;15;PA;DERIVADO_PUBLICACAO;v01
256;1506203;Salinópolis;15;PA;DERIVADO_PUBLICACAO;v01
257;1506302;Salvaterra;15;PA;DERIVADO_PUBLICACAO;v01
258;1506351;Santa Bárbara do Pará;15;PA;DERIVADO_PUBLICACAO;v01
259;1506401;Santa Cruz do Arari;15;PA;DERIVADO_PUBLICACAO;v01
260;1506500;Santa Izabel do Pará;15;PA;DERIVADO_PUBLICACAO;v01
261;1506559;Santa Luzia do Pará;15;PA;DERIVADO_PUBLICACAO;v01
262;1506583;Santa Maria das Barreiras;15;PA;DERIVADO_PUBLICACAO;v01
263;1506609;Santa Maria do Pará;15;PA;DERIVADO_PUBLICACAO;v01
264;1506708;Santana do Araguaia;15;PA;DERIVADO_PUBLICACAO;v01
265;1506807;Santarém;15;PA;DERIVADO_PUBLICACAO;v01
266;1506906;Santarém Novo;15;PA;DERIVADO_PUBLICACAO;v01
267;1507003;Santo Antônio do Tauá;15;PA;DERIVADO_PUBLICACAO;v01
268;1507102;São Caetano de Odivelas;15;PA;DERIVADO_PUBLICACAO;v01
269;1507151;São Domingos do Araguaia;15;PA;DERIVADO_PUBLICACAO;v01
270;1507201;São Domingos do Capim;15;PA;DERIVADO_PUBLICACAO;v01
271;1507300;São Félix do Xingu;15;PA;DERIVADO_PUBLICACAO;v01
272;1507409;São Francisco do Pará;15;PA;DERIVADO_PUBLICACAO;v01
273;1507458;São Geraldo do Araguaia;15;PA;DERIVADO_PUBLICACAO;v01
274;1507466;São João da Ponta;15;PA;DERIVADO_PUBLICACAO;v01
275;1507474;São João de Pirabas;15;PA;DERIVADO_PUBLICACAO;v01
276;1507508;São João do Araguaia;15;PA;DERIVADO_PUBLICACAO;v01
277;1507607;São Miguel do Guamá;15;PA;DERIVADO_PUBLICACAO;v01
278;1507706;São Sebastião da Boa Vista;15;PA;DERIVADO_PUBLICACAO;v01
279;1507755;Sapucaia;15;PA;DERIVADO_PUBLICACAO;v01
280;1507805;Senador José Porfírio;15;PA;DERIVADO_PUBLICACAO;v01
281;1507904;Soure;15;PA;DERIVADO_PUBLICACAO;v01
282;1507953;Tailândia;15;PA;DERIVADO_PUBLICACAO;v01
283;1507961;Terra Alta;15;PA;DERIVADO_PUBLICACAO;v01
284;1507979;Terra Santa;15;PA;DERIVADO_PUBLICACAO;v01
285;1508001;Tomé-Açu;15;PA;DERIVADO_PUBLICACAO;v01
286;1508035;Tracuateua;15;PA;DERIVADO_PUBLICACAO;v01
287;1508050;Trairão;15;PA;DERIVADO_PUBLICACAO;v01
288;1508084;Tucumã;15;PA;DERIVADO_PUBLICACAO;v01
289;1508100;Tucuruí;15;PA;DERIVADO_PUBLICACAO;v01
290;1508126;Ulianópolis;15;PA;DERIVADO_PUBLICACAO;v01
291;1508159;Uruará;15;PA;DERIVADO_PUBLICACAO;v01
292;1508209;Vigia;15;PA;DERIVADO_PUBLICACAO;v01
293;1508308;Viseu;15;PA;DERIVADO_PUBLICACAO;v01
294;1508357;Vitória do Xingu;15;PA;DERIVADO_PUBLICACAO;v01
295;1508407;Xinguara;15;PA;DERIVADO_PUBLICACAO;v01
296;1600055;Serra do Navio;16;AP;DERIVADO_PUBLICACAO;v01
297;1600105;Amapá;16;AP;DERIVADO_PUBLICACAO;v01
298;1600154;Pedra Branca do Amapari;16;AP;DERIVADO_PUBLICACAO;v01
299;1600204;Calçoene;16;AP;DERIVADO_PUBLICACAO;v01
300;1600212;Cutias;16;AP;DERIVADO_PUBLICACAO;v01
301;1600238;Ferreira Gomes;16;AP;DERIVADO_PUBLICACAO;v01
302;1600253;Itaubal;16;AP;DERIVADO_PUBLICACAO;v01
303;1600279;Laranjal do Jari;16;AP;DERIVADO_PUBLICACAO;v01
304;1600303;Macapá;16;AP;DERIVADO_PUBLICACAO;v01
305;1600402;Mazagão;16;AP;DERIVADO_PUBLICACAO;v01
306;1600501;Oiapoque;16;AP;DERIVADO_PUBLICACAO;v01
307;1600535;Porto Grande;16;AP;DERIVADO_PUBLICACAO;v01
308;1600550;Pracuúba;16;AP;DERIVADO_PUBLICACAO;v01
309;1600600;Santana;16;AP;DERIVADO_PUBLICACAO;v01
310;1600709;Tartarugalzinho;16;AP;DERIVADO_PUBLICACAO;v01
311;1600808;Vitória do Jari;16;AP;DERIVADO_PUBLICACAO;v01
312;1700251;Abreulândia;17;TO;DERIVADO_PUBLICACAO;v01
313;1700301;Aguiarnópolis;17;TO;DERIVADO_PUBLICACAO;v01
314;1700350;Aliança do Tocantins;17;TO;DERIVADO_PUBLICACAO;v01
315;1700400;Almas;17;TO;DERIVADO_PUBLICACAO;v01
316;1700707;Alvorada;17;TO;DERIVADO_PUBLICACAO;v01
317;1701002;Ananás;17;TO;DERIVADO_PUBLICACAO;v01
318;1701051;Angico;17;TO;DERIVADO_PUBLICACAO;v01
319;1701101;Aparecida do Rio Negro;17;TO;DERIVADO_PUBLICACAO;v01
320;1701309;Aragominas;17;TO;DERIVADO_PUBLICACAO;v01
321;1701903;Araguacema;17;TO;DERIVADO_PUBLICACAO;v01
322;1702000;Araguaçu;17;TO;DERIVADO_PUBLICACAO;v01
323;1702109;Araguaína;17;TO;DERIVADO_PUBLICACAO;v01
324;1702158;Araguanã;17;TO;DERIVADO_PUBLICACAO;v01
325;1702208;Araguatins;17;TO;DERIVADO_PUBLICACAO;v01
326;1702307;Arapoema;17;TO;DERIVADO_PUBLICACAO;v01
327;1702406;Arraias;17;TO;DERIVADO_PUBLICACAO;v01
328;1702554;Augustinópolis;17;TO;DERIVADO_PUBLICACAO;v01
329;1702703;Aurora do Tocantins;17;TO;DERIVADO_PUBLICACAO;v01
330;1702901;Axixá do Tocantins;17;TO;DERIVADO_PUBLICACAO;v01
331;1703008;Babaçulândia;17;TO;DERIVADO_PUBLICACAO;v01
332;1703057;Bandeirantes do Tocantins;17;TO;DERIVADO_PUBLICACAO;v01
333;1703073;Barra do Ouro;17;TO;DERIVADO_PUBLICACAO;v01
334;1703107;Barrolândia;17;TO;DERIVADO_PUBLICACAO;v01
335;1703206;Bernardo Sayão;17;TO;DERIVADO_PUBLICACAO;v01
336;1703305;Bom Jesus do Tocantins;17;TO;DERIVADO_PUBLICACAO;v01
337;1703602;Brasilândia do Tocantins;17;TO;DERIVADO_PUBLICACAO;v01
338;1703701;Brejinho de Nazaré;17;TO;DERIVADO_PUBLICACAO;v01
339;1703800;Buriti do Tocantins;17;TO;DERIVADO_PUBLICACAO;v01
340;1703826;Cachoeirinha;17;TO;DERIVADO_PUBLICACAO;v01
341;1703842;Campos Lindos;17;TO;DERIVADO_PUBLICACAO;v01
342;1703867;Cariri do Tocantins;17;TO;DERIVADO_PUBLICACAO;v01
343;1703883;Carmolândia;17;TO;DERIVADO_PUBLICACAO;v01
344;1703891;Carrasco Bonito;17;TO;DERIVADO_PUBLICACAO;v01
345;1703909;Caseara;17;TO;DERIVADO_PUBLICACAO;v01
346;1704105;Centenário;17;TO;DERIVADO_PUBLICACAO;v01
347;1704600;Chapada de Areia;17;TO;DERIVADO_PUBLICACAO;v01
348;1705102;Chapada da Natividade;17;TO;DERIVADO_PUBLICACAO;v01
349;1705508;Colinas do Tocantins;17;TO;DERIVADO_PUBLICACAO;v01
350;1705557;Combinado;17;TO;DERIVADO_PUBLICACAO;v01
351;1705607;Conceição do Tocantins;17;TO;DERIVADO_PUBLICACAO;v01
352;1706001;Couto Magalhães;17;TO;DERIVADO_PUBLICACAO;v01
353;1706100;Cristalândia;17;TO;DERIVADO_PUBLICACAO;v01
354;1706258;Crixás do Tocantins;17;TO;DERIVADO_PUBLICACAO;v01
355;1706506;Darcinópolis;17;TO;DERIVADO_PUBLICACAO;v01
356;1707009;Dianópolis;17;TO;DERIVADO_PUBLICACAO;v01
357;1707108;Divinópolis do Tocantins;17;TO;DERIVADO_PUBLICACAO;v01
358;1707207;Dois Irmãos do Tocantins;17;TO;DERIVADO_PUBLICACAO;v01
359;1707306;Dueré;17;TO;DERIVADO_PUBLICACAO;v01
360;1707405;Esperantina;17;TO;DERIVADO_PUBLICACAO;v01
361;1707553;Fátima;17;TO;DERIVADO_PUBLICACAO;v01
362;1707652;Figueirópolis;17;TO;DERIVADO_PUBLICACAO;v01
363;1707702;Filadélfia;17;TO;DERIVADO_PUBLICACAO;v01
364;1708205;Formoso do Araguaia;17;TO;DERIVADO_PUBLICACAO;v01
365;1708254;Tabocão;17;TO;DERIVADO_PUBLICACAO;v01
366;1708304;Goianorte;17;TO;DERIVADO_PUBLICACAO;v01
367;1709005;Goiatins;17;TO;DERIVADO_PUBLICACAO;v01
368;1709302;Guaraí;17;TO;DERIVADO_PUBLICACAO;v01
